x-axis,1
second,Volt
+3.940000E+00,-621E-06
+3.945000E+00,+786E-06
+3.950000E+00,+183E-06
+3.955000E+00,-1.224E-03
+3.960000E+00,+1.590E-03
+3.965000E+00,-621E-06
+3.970000E+00,-420E-06
+3.975000E+00,-2.430E-03
+3.980000E+00,-219E-06
+3.985000E+00,-822E-06
+3.990000E+00,-1.023E-03
+3.995000E+00,+384E-06
+4.000000E+00,+384E-06
+4.005000E+00,-2.430E-03
+4.010000E+00,-420E-06
+4.015000E+00,-621E-06
+4.020000E+00,-18E-06
+4.025000E+00,-420E-06
+4.030000E+00,-219E-06
+4.035000E+00,-219E-06
+4.040000E+00,+384E-06
+4.045000E+00,-621E-06
+4.050000E+00,-1.023E-03
+4.055000E+00,-219E-06
+4.060000E+00,+987E-06
+4.065000E+00,-420E-06
+4.070000E+00,-219E-06
+4.075000E+00,-1.224E-03
+4.080000E+00,-420E-06
+4.085000E+00,+585E-06
+4.090000E+00,-1.827E-03
+4.095000E+00,-822E-06
+4.100000E+00,+384E-06
+4.105000E+00,-1.023E-03
+4.110000E+00,-822E-06
+4.115000E+00,+183E-06
+4.120000E+00,-18E-06
+4.125000E+00,-1.023E-03
+4.130000E+00,+786E-06
+4.135000E+00,-822E-06
+4.140000E+00,-219E-06
+4.145000E+00,+384E-06
+4.150000E+00,+384E-06
+4.155000E+00,-18E-06
+4.160000E+00,-219E-06
+4.165000E+00,+384E-06
+4.170000E+00,-822E-06
+4.175000E+00,-822E-06
+4.180000E+00,+3.600E-03
+4.185000E+00,-621E-06
+4.190000E+00,+384E-06
+4.195000E+00,-1.023E-03
+4.200000E+00,-420E-06
+4.205000E+00,-219E-06
+4.210000E+00,+183E-06
+4.215000E+00,-621E-06
+4.220000E+00,-219E-06
+4.225000E+00,-18E-06
+4.230000E+00,-621E-06
+4.235000E+00,-822E-06
+4.240000E+00,-420E-06
+4.245000E+00,-1.023E-03
+4.250000E+00,+585E-06
+4.255000E+00,-420E-06
+4.260000E+00,+1.791E-03
+4.265000E+00,-1.224E-03
+4.270000E+00,+2.796E-03
+4.275000E+00,-420E-06
+4.280000E+00,-18E-06
+4.285000E+00,-219E-06
+4.290000E+00,-621E-06
+4.295000E+00,+585E-06
+4.300000E+00,-219E-06
+4.305000E+00,-18E-06
+4.310000E+00,-420E-06
+4.315000E+00,+384E-06
+4.320000E+00,-621E-06
+4.325000E+00,-18E-06
+4.330000E+00,-18E-06
+4.335000E+00,+183E-06
+4.340000E+00,-18E-06
+4.345000E+00,+384E-06
+4.350000E+00,+183E-06
+4.355000E+00,-621E-06
+4.360000E+00,-1.023E-03
+4.365000E+00,-420E-06
+4.370000E+00,-420E-06
+4.375000E+00,-420E-06
+4.380000E+00,-219E-06
+4.385000E+00,+987E-06
+4.390000E+00,-1.224E-03
+4.395000E+00,-1.224E-03
+4.400000E+00,+183E-06
+4.405000E+00,-219E-06
+4.410000E+00,+183E-06
+4.415000E+00,-219E-06
+4.420000E+00,+183E-06
+4.425000E+00,-420E-06
+4.430000E+00,+384E-06
+4.435000E+00,+183E-06
+4.440000E+00,-420E-06
+4.445000E+00,+987E-06
+4.450000E+00,-420E-06
+4.455000E+00,+183E-06
+4.460000E+00,-822E-06
+4.465000E+00,+1.389E-03
+4.470000E+00,+384E-06
+4.475000E+00,-18E-06
+4.480000E+00,-18E-06
+4.485000E+00,-822E-06
+4.490000E+00,+183E-06
+4.495000E+00,+183E-06
+4.500000E+00,-621E-06
+4.505000E+00,-621E-06
+4.510000E+00,-822E-06
+4.515000E+00,+183E-06
+4.520000E+00,-4.440E-03
+4.525000E+00,-1.425E-03
+4.530000E+00,-18E-06
+4.535000E+00,+786E-06
+4.540000E+00,-420E-06
+4.545000E+00,-219E-06
+4.550000E+00,-420E-06
+4.555000E+00,+384E-06
+4.560000E+00,+786E-06
+4.565000E+00,-219E-06
+4.570000E+00,-2.028E-03
+4.575000E+00,-822E-06
+4.580000E+00,-219E-06
+4.585000E+00,-18E-06
+4.590000E+00,-1.224E-03
+4.595000E+00,-2.028E-03
+4.600000E+00,-420E-06
+4.605000E+00,+987E-06
+4.610000E+00,-219E-06
+4.615000E+00,-1.425E-03
+4.620000E+00,-18E-06
+4.625000E+00,-420E-06
+4.630000E+00,-621E-06
+4.635000E+00,-18E-06
+4.640000E+00,-621E-06
+4.645000E+00,+183E-06
+4.650000E+00,+183E-06
+4.655000E+00,+786E-06
+4.660000E+00,+183E-06
+4.665000E+00,-822E-06
+4.670000E+00,-219E-06
+4.675000E+00,+987E-06
+4.680000E+00,-1.224E-03
+4.685000E+00,-1.425E-03
+4.690000E+00,+183E-06
+4.695000E+00,+384E-06
+4.700000E+00,+987E-06
+4.705000E+00,-1.023E-03
+4.710000E+00,-621E-06
+4.715000E+00,+786E-06
+4.720000E+00,-420E-06
+4.725000E+00,-621E-06
+4.730000E+00,+3.600E-03
+4.735000E+00,-1.023E-03
+4.740000E+00,-420E-06
+4.745000E+00,+183E-06
+4.750000E+00,+786E-06
+4.755000E+00,-18E-06
+4.760000E+00,-2.028E-03
+4.765000E+00,-822E-06
+4.770000E+00,-420E-06
+4.775000E+00,+786E-06
+4.780000E+00,-822E-06
+4.785000E+00,-1.023E-03
+4.790000E+00,-621E-06
+4.795000E+00,-219E-06
+4.800000E+00,-1.023E-03
+4.805000E+00,-621E-06
+4.810000E+00,-219E-06
+4.815000E+00,+1.389E-03
+4.820000E+00,-822E-06
+4.825000E+00,+384E-06
+4.830000E+00,-621E-06
+4.835000E+00,-420E-06
+4.840000E+00,-822E-06
+4.845000E+00,-219E-06
+4.850000E+00,-18E-06
+4.855000E+00,-420E-06
+4.860000E+00,+384E-06
+4.865000E+00,-2.430E-03
+4.870000E+00,+183E-06
+4.875000E+00,-219E-06
+4.880000E+00,-420E-06
+4.885000E+00,-621E-06
+4.890000E+00,-1.023E-03
+4.895000E+00,-621E-06
+4.900000E+00,-420E-06
+4.905000E+00,-219E-06
+4.910000E+00,-6.450E-03
+4.915000E+00,-621E-06
+4.920000E+00,-1.224E-03
+4.925000E+00,-18E-06
+4.930000E+00,-219E-06
+4.935000E+00,-420E-06
+4.940000E+00,-420E-06
+4.945000E+00,-420E-06
+4.950000E+00,-18E-06
+4.955000E+00,-420E-06
+4.960000E+00,+183E-06
+4.965000E+00,-219E-06
+4.970000E+00,-621E-06
+4.975000E+00,-1.626E-03
+4.980000E+00,-420E-06
+4.985000E+00,-420E-06
+4.990000E+00,-18E-06
+4.995000E+00,-18E-06
